Adjusted_Date,Date,Title,Description,URL,Stock_Name,Date_Formated,full_news,news_combined
2024-12-04,2024-12-04,hyundai ioniq 5 sales soar 110 in usa,"the hyundai ioniq 5 started out a bit quietly when it hit the us market i wasnt particularly sold on it liking the kia ev6 a bit more however it has grown and grown on me and would now be my 1 choice for a new electric car if i  continued
the post",https://cleantechnica.com/2024/12/03/hyundai-ioniq-5-sales-soar-110-in-usa/,HYUNDAI.NS,2024-12-04," ---title--- hyundai ioniq 5 sales soar 110 in usa ---body--- the hyundai ioniq 5 started out a bit quietly when it hit the us market i wasnt particularly sold on it liking the kia ev6 a bit more however it has grown and grown on me and would now be my 1 choice for a new electric car if i  continued
the post ---newarticle--- "," ---title--- hyundai ioniq 5 sales soar 110 in usa ---body--- the hyundai ioniq 5 started out a bit quietly when it hit the us market i wasnt particularly sold on it liking the kia ev6 a bit more however it has grown and grown on me and would now be my 1 choice for a new electric car if i  continued
the post ---newarticle---   ---title--- removed ---body--- removed ---newarticle---   ---title--- hyundai has best month ever in us electric suv sales suddenly double ---body--- hyundai just had its best sales month ever in the us reports electrek


hyundais impressive ev lineup is charging up demand with its bestselling hyundai ioniq 5 suv also setting a new us record after sales more than doubled in november with 76008  ---newarticle---   ---title--- hyundai motor union plans strikes on thursday and friday ---body--- hyundai motors labour union plans to stage strikes for four hours each on thursday and friday a union spokesperson said on wednesday south koreas metal workers union of which the hyundai motor union is part plans to launch a full strike from dec 11 un ---newarticle---   ---title--- hyundai employees to strike unless south korean president yoon suk yeol steps down ---body--- when south korean president yoon suk yeol declared martial law on tuesday it took all of two hours for the rest of the country to decide that actually that would not be happening now hyundai workers in the countrys metal workers union have decided that ---newarticle--- "
2024-12-21,2024-12-21,40kmile 2005 hyundai xg350l at no reserve,this 2005 hyundai xg350l was registered with one owner in texas until november 2023 finished in dark cinnamon over beige leather upholstery it has a sunroof heated and poweradjustable front seats automatic climate control and an infinity sound system p,https://bringatrailer.com/listing/2005-hyundai-xg-350-2/,HYUNDAI.NS,2024-12-21, ---title--- 40kmile 2005 hyundai xg350l at no reserve ---body--- this 2005 hyundai xg350l was registered with one owner in texas until november 2023 finished in dark cinnamon over beige leather upholstery it has a sunroof heated and poweradjustable front seats automatic climate control and an infinity sound system p ---newarticle--- , ---title--- 40kmile 2005 hyundai xg350l at no reserve ---body--- this 2005 hyundai xg350l was registered with one owner in texas until november 2023 finished in dark cinnamon over beige leather upholstery it has a sunroof heated and poweradjustable front seats automatic climate control and an infinity sound system p ---newarticle--- 
2024-12-20,2024-12-20,hyundai and samsung in talks for automotive chips  report,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_245f4f4b-8353-490d-a7a8-438b65bd5f86,HYUNDAI.NS,2024-12-20, ---title--- hyundai and samsung in talks for automotive chips  report ---body--- nan ---newarticle--- ," ---title--- hyundai and samsung in talks for automotive chips  report ---body--- nan ---newarticle---   ---title--- 2024 hyundai santa fe style sevenseat versatility hybriddiesel powertrains 8yr hybrid battery warranty ---body--- having been present in malaysia for nigh on two decades the hyundai santa fe needs no introduction as far as nameplates go various iterations of the large sevenseat suv have served many families their tagalong 
the post 2024 hyundai santa fe style s ---newarticle---   ---title--- youre gonna end up waiting 6 months expert issues warning over hyundai and kias 100000mile warranty heres the problem ---body--- when purchasing a vehicle one of the top priorities on a buyers list of wants is longevity sure a greatlooking exterior infotainment and sound system and auto parking features are nice but if your car cant consistently start and get you on the road t ---newarticle---   ---title--- 2025 hyundai palisade detailed 25t petrol and hybrid up to 334 ps over 1000 km range 9seat option ---body--- its been about a week and a half since the new hyundai palisade was revealed and now that presales have started in south korea the company has released some details of the cars powertrain and 
the post 2025 hyundai palisade detailed 25t petrol and h ---newarticle---   ---title--- hyundai announces wrc team reshuffle as loriaux departs ---body--- hyundai motorsports world rally championship programme manager christian loriaux has left the team ahead of the 2025 seasonloriaux has played a critical role within the korean marque since first joining the operation in 2021 as a technical consultant befor ---newarticle---   ---title--- hyundai releases behind the scenes documentary on 2024 wrc season ---body--- hyundai motorsport has produced a special behindthescenes documentary charting thierry neuvilles run to a maiden world rally championship titletitled never just win the film has been produced inhouse by hyundai motorsport led by the teams videograph ---newarticle--- "
2024-12-13,2024-12-13,hyundai ioniq 5 n motor authority best car to buy 2025 finalist,with 641 hp the ioniq 5 n rips from 060 mph in 33 seconds the ioniq 5 n has sound generators and fake shift points the hyundai ioniq 5 n costs 67475 the electric sports car era has arrived and the first massmarket entry comes not from porsche but from,https://www.motorauthority.com/news/1145277_hyundai-ioniq-5-n-motor-authority-best-car-to-buy-2025,HYUNDAI.NS,2024-12-13, ---title--- hyundai ioniq 5 n motor authority best car to buy 2025 finalist ---body--- with 641 hp the ioniq 5 n rips from 060 mph in 33 seconds the ioniq 5 n has sound generators and fake shift points the hyundai ioniq 5 n costs 67475 the electric sports car era has arrived and the first massmarket entry comes not from porsche but from ---newarticle--- ," ---title--- hyundai ioniq 5 n motor authority best car to buy 2025 finalist ---body--- with 641 hp the ioniq 5 n rips from 060 mph in 33 seconds the ioniq 5 n has sound generators and fake shift points the hyundai ioniq 5 n costs 67475 the electric sports car era has arrived and the first massmarket entry comes not from porsche but from ---newarticle---   ---title--- buy a hyundai car and get a 2300 amazon gift card that you can use to buy a new camera  ---body--- if you happen to need a car and a new camera check out this deal on amazon us click here youll get a free 2300 gift card when you buy a hyundai on amazon  that gift card will be enough to get you the panasonic gh7 reminder up to 20 off on select gi ---newarticle---   ---title--- curious deal buy a hyundai car and get a 2300 amazon gift card that you can use to buy a new camera  ---body--- if you happen to need a car and a new camera check out this deal on amazon us click here youll get a free 2300 gift card when you buy a hyundai on amazon  that gift card will be enough to get you the sony a7iv with kit lens reminder up to 20 off
t ---newarticle---   ---title--- tenstorrent hyundaibacked bos unveil automotive ai chips ---body--- seoul canadian startup tenstorrent and bos semiconductors a south korean chip startup backed by hyundai motor group unveiled on thursday artificial intelligence ai chips used for invehicle infotainment and autonomous driving as autos increasingly becom ---newarticle--- "
2024-12-27,2024-12-27,hyundai ioniq 5 ev sets guinness world record for greatest altitude change by an electric car  5802 m,"a hyundai ioniq 5 ev has set a guinness world record for the greatest altitude change by an electric car  5802 metres organised by hyundai motor india limited hmil the record attempt saw a 
the post hyundai ioniq 5 ev sets guinness world record for g",https://paultan.org/2024/12/27/hyundai-ioniq-5-ev-sets-guinness-world-record-for-greatest-altitude-change-by-an-electric-car-5802-m/,HYUNDAI.NS,2024-12-27," ---title--- hyundai ioniq 5 ev sets guinness world record for greatest altitude change by an electric car  5802 m ---body--- a hyundai ioniq 5 ev has set a guinness world record for the greatest altitude change by an electric car  5802 metres organised by hyundai motor india limited hmil the record attempt saw a 
the post hyundai ioniq 5 ev sets guinness world record for g ---newarticle--- "," ---title--- hyundai ioniq 5 ev sets guinness world record for greatest altitude change by an electric car  5802 m ---body--- a hyundai ioniq 5 ev has set a guinness world record for the greatest altitude change by an electric car  5802 metres organised by hyundai motor india limited hmil the record attempt saw a 
the post hyundai ioniq 5 ev sets guinness world record for g ---newarticle---   ---title--- hyundai is preparing to launch its first electric minivan heres what we know so far ---body--- hyundai is gearing up to launch its first allelectric minivan production is set to begin next year and the ev minivan is expected to play a key role in its global expansion heres what to expect



 more ---newarticle--- "
2024-12-24,2024-12-24,hyundai to offer free ev adapters to allow owners to use tesla chargers,hyundai motor america  is offering free adapters for drivers to use at teslas extensive supercharger network,https://www.ibtimes.com/hyundai-offer-free-ev-adapters-allow-owners-use-tesla-chargers-3756779,HYUNDAI.NS,2024-12-24, ---title--- hyundai to offer free ev adapters to allow owners to use tesla chargers ---body--- hyundai motor america  is offering free adapters for drivers to use at teslas extensive supercharger network ---newarticle--- ," ---title--- hyundai to offer free ev adapters to allow owners to use tesla chargers ---body--- hyundai motor america  is offering free adapters for drivers to use at teslas extensive supercharger network ---newarticle---   ---title--- tesla keeps up the customer experience hyundai owners get presents ---body--- on todays festive episode of quick charge tesla steps up for its owners by calling in mobile charging stations to cut down on wait time meanwhile hyundai has some extra goodies for your stockings and texas is cleaning up its act



 more ---newarticle---   ---title--- hyundai restructures semiconductor strategy group pivots to inhouse autonomous chip strategy ---body--- hyundai motor group has reportedly disbanded its semiconductor strategy group the group a key division tasked with driving the companys inhouse development of automotive semiconductors to reduce reliance on external suppliers its functions and personnel ---newarticle--- "
2024-11-29,2024-11-29,hyundai ioniq 5 n review fake shifting real fun,the hyundai ioniq 5 n is the latest electric vehicle to employ artifice  from fake shifting to simulated sounds  to dial up the performance experience,https://www.theverge.com/2024/11/29/24308950/hyundai-ioniq-5-n-review-price-specs-photos,HYUNDAI.NS,2024-11-29, ---title--- hyundai ioniq 5 n review fake shifting real fun ---body--- the hyundai ioniq 5 n is the latest electric vehicle to employ artifice  from fake shifting to simulated sounds  to dial up the performance experience ---newarticle--- , ---title--- hyundai ioniq 5 n review fake shifting real fun ---body--- the hyundai ioniq 5 n is the latest electric vehicle to employ artifice  from fake shifting to simulated sounds  to dial up the performance experience ---newarticle---   ---title--- hyundai channels its inner iron man with new wearable robot xble shoulder tech ---body--- hyundais latest creation looks like something straight out of an iron man movie designed to boost strength and reduce injuries hyundai and kia unveiled the new wearable robot tech for the first time the first of a new series xble shoulder is now avai ---newarticle--- 
2024-12-14,2024-12-14,hyundai xcient hydrogen fuel cell electric semi trucks arrive in georgia,just when you thought it was safe to count out hydrogen as a viable competitor to batteryelectric power in the north american medium and heavyduty trucking space the new hyundai xcient hfcev class 8 semi truck arrives in georgia  and immediately gets to ,http://electrek.co/2024/12/14/hyundai-xcient-hydrogen-fuel-cell-electric-semi-trucks-arrive-in-georgia/,HYUNDAI.NS,2024-12-14, ---title--- hyundai xcient hydrogen fuel cell electric semi trucks arrive in georgia ---body--- just when you thought it was safe to count out hydrogen as a viable competitor to batteryelectric power in the north american medium and heavyduty trucking space the new hyundai xcient hfcev class 8 semi truck arrives in georgia  and immediately gets to  ---newarticle--- , ---title--- hyundai xcient hydrogen fuel cell electric semi trucks arrive in georgia ---body--- just when you thought it was safe to count out hydrogen as a viable competitor to batteryelectric power in the north american medium and heavyduty trucking space the new hyundai xcient hfcev class 8 semi truck arrives in georgia  and immediately gets to  ---newarticle--- 
2024-12-23,2024-12-23,hyundai ev drivers can score a free nacs adapter for tesla superchargers heres how,"hyundai wants to make driving an electric vehicle as easy as possible all current and new hyundai ev drivers will be able to get a free nacs adapter to charge up at over 20000 tesla superchargers heres how to get yours



 more",http://electrek.co/2024/12/23/hyundai-ev-drivers-free-tesla-nacs-adapter-heres-how/,HYUNDAI.NS,2024-12-23," ---title--- hyundai ev drivers can score a free nacs adapter for tesla superchargers heres how ---body--- hyundai wants to make driving an electric vehicle as easy as possible all current and new hyundai ev drivers will be able to get a free nacs adapter to charge up at over 20000 tesla superchargers heres how to get yours



 more ---newarticle--- "," ---title--- hyundai ev drivers can score a free nacs adapter for tesla superchargers heres how ---body--- hyundai wants to make driving an electric vehicle as easy as possible all current and new hyundai ev drivers will be able to get a free nacs adapter to charge up at over 20000 tesla superchargers heres how to get yours



 more ---newarticle--- "
2024-12-13,2024-12-13,oil ministry backs allocating oid cess for ongc oil to boost exploration efforts,mopng supports allocating oid cess to ongc and oil for ep activities enhancing exploration and production capabilities,https://www.thehindubusinessline.com/markets/commodities/oil-ministry-backs-allocating-oid-cess-for-ongc-oil-to-boost-exploration-efforts/article68980686.ece,ONGC.NS,2024-12-13, ---title--- oil ministry backs allocating oid cess for ongc oil to boost exploration efforts ---body--- mopng supports allocating oid cess to ongc and oil for ep activities enhancing exploration and production capabilities ---newarticle--- , ---title--- oil ministry backs allocating oid cess for ongc oil to boost exploration efforts ---body--- mopng supports allocating oid cess to ongc and oil for ep activities enhancing exploration and production capabilities ---newarticle--- 
2024-12-16,2024-12-16,ongc shares drop after co issues clarification on green energy arms listing plans,ongc shares opened slightly lower at rs 25335 on monday after the company clarified it has no immediate plans for a stock market listing of its green energy arm ongc green the clarification came in response to a news article following an interview with the,https://economictimes.indiatimes.com/markets/stocks/news/ongc-shares-drop-after-co-issues-clarification-on-green-energy-arms-listing-plans/articleshow/116353227.cms,ONGC.NS,2024-12-16, ---title--- ongc shares drop after co issues clarification on green energy arms listing plans ---body--- ongc shares opened slightly lower at rs 25335 on monday after the company clarified it has no immediate plans for a stock market listing of its green energy arm ongc green the clarification came in response to a news article following an interview with the ---newarticle--- , ---title--- ongc shares drop after co issues clarification on green energy arms listing plans ---body--- ongc shares opened slightly lower at rs 25335 on monday after the company clarified it has no immediate plans for a stock market listing of its green energy arm ongc green the clarification came in response to a news article following an interview with the ---newarticle---   ---title--- stocks in news vedanta dixon tech bharat forge ongc ril ---body--- dixon technologies and chinese smartphone maker vivo are entering into a joint venture that will manufacture smartphones for the smartphone brand as well as others ---newarticle--- 
2024-11-30,2024-11-30,tech query what is the outlook for oil and natural gas corporation ongc indian energy exchange iex mmtc and swan energy,ongcs stock is currently supported at 240250 with potential to rise to 430450 if it breaks key resistances though a drop to 220210 could offer a good entry point iex has a bullish longterm outlook with potential to reach 370 supported by stro,https://www.thehindubusinessline.com/portfolio/technical-analysis/tech-query-what-is-the-outlook-for-oil-and-natural-gas-corporation-ongc-indian-energy-exchange-iex-mmtc-and-swan-energy/article68927871.ece,ONGC.NS,2024-11-30, ---title--- tech query what is the outlook for oil and natural gas corporation ongc indian energy exchange iex mmtc and swan energy ---body--- ongcs stock is currently supported at 240250 with potential to rise to 430450 if it breaks key resistances though a drop to 220210 could offer a good entry point iex has a bullish longterm outlook with potential to reach 370 supported by stro ---newarticle--- , ---title--- tech query what is the outlook for oil and natural gas corporation ongc indian energy exchange iex mmtc and swan energy ---body--- ongcs stock is currently supported at 240250 with potential to rise to 430450 if it breaks key resistances though a drop to 220210 could offer a good entry point iex has a bullish longterm outlook with potential to reach 370 supported by stro ---newarticle--- 
2024-11-27,2024-11-27,ongc in talks with domestic shipyards for two offshore rigs,indias oil and natural gas corp ongc is initiating discussions with domestic shipyards to construct two offshore jackup drilling rigs costing approximately 500550 million this investment aims to replace ongcs aging rigs some over four decades old a,https://economictimes.indiatimes.com/industry/energy/oil-gas/ongc-in-talks-with-domestic-shipyards-for-two-offshore-rigs/articleshow/115742525.cms,ONGC.NS,2024-11-27, ---title--- ongc in talks with domestic shipyards for two offshore rigs ---body--- indias oil and natural gas corp ongc is initiating discussions with domestic shipyards to construct two offshore jackup drilling rigs costing approximately 500550 million this investment aims to replace ongcs aging rigs some over four decades old a ---newarticle--- , ---title--- ongc in talks with domestic shipyards for two offshore rigs ---body--- indias oil and natural gas corp ongc is initiating discussions with domestic shipyards to construct two offshore jackup drilling rigs costing approximately 500550 million this investment aims to replace ongcs aging rigs some over four decades old a ---newarticle--- 
2024-12-09,2024-12-09,ongc may hold auctions to pick green energy project developers,ongc plans to auction 12 gw of greenfield renewable energy projects in two 600 mw rounds the first auction in two months seeks developers for endtoend project development ongc will secure power purchase agreements the second auction will focus on land,https://economictimes.indiatimes.com/industry/energy/oil-gas/ongc-may-hold-auctions-to-pick-green-energy-project-developers/articleshow/116149372.cms,ONGC.NS,2024-12-09, ---title--- ongc may hold auctions to pick green energy project developers ---body--- ongc plans to auction 12 gw of greenfield renewable energy projects in two 600 mw rounds the first auction in two months seeks developers for endtoend project development ongc will secure power purchase agreements the second auction will focus on land ---newarticle--- , ---title--- ongc may hold auctions to pick green energy project developers ---body--- ongc plans to auction 12 gw of greenfield renewable energy projects in two 600 mw rounds the first auction in two months seeks developers for endtoend project development ongc will secure power purchase agreements the second auction will focus on land ---newarticle--- 
2024-12-18,2024-12-18,pawan hans secures 10year contract for helicopter services to ongc,pawan hans secured a 2000 crore 10year contract with ongc to provide four halmanufactured dhruv ng helicopters for offshore operations  these helicopters the civil variant of the alh mk iii will begin operations next year enhancing ongcs crew transp,https://economictimes.indiatimes.com/industry/transportation/airlines-/-aviation/pawan-hans-secures-10-year-contract-for-helicopter-services-to-ongc/articleshow/116428883.cms,ONGC.NS,2024-12-18, ---title--- pawan hans secures 10year contract for helicopter services to ongc ---body--- pawan hans secured a 2000 crore 10year contract with ongc to provide four halmanufactured dhruv ng helicopters for offshore operations  these helicopters the civil variant of the alh mk iii will begin operations next year enhancing ongcs crew transp ---newarticle--- , ---title--- pawan hans secures 10year contract for helicopter services to ongc ---body--- pawan hans secured a 2000 crore 10year contract with ongc to provide four halmanufactured dhruv ng helicopters for offshore operations  these helicopters the civil variant of the alh mk iii will begin operations next year enhancing ongcs crew transp ---newarticle--- 
2024-12-12,2024-12-12,ongc oil output bucks the trend after 8 years of decline,ongcs crude oil production is rising after eight years of decline thanks to a new field in the kg basin and improved performance at mumbai high  november saw a 3 yearonyear increase accelerating to 42 in december  this positive trend is expected to ,https://economictimes.indiatimes.com/industry/energy/oil-gas/ongc-oil-output-bucks-the-trend-after-8-years-of-decline/articleshow/116264989.cms,ONGC.NS,2024-12-12, ---title--- ongc oil output bucks the trend after 8 years of decline ---body--- ongcs crude oil production is rising after eight years of decline thanks to a new field in the kg basin and improved performance at mumbai high  november saw a 3 yearonyear increase accelerating to 42 in december  this positive trend is expected to  ---newarticle--- , ---title--- ongc oil output bucks the trend after 8 years of decline ---body--- ongcs crude oil production is rising after eight years of decline thanks to a new field in the kg basin and improved performance at mumbai high  november saw a 3 yearonyear increase accelerating to 42 in december  this positive trend is expected to  ---newarticle--- 
2024-12-04,2024-12-04,ongc ntpc green jv set to buy ayana renewable for 750 million,ongc ntpc green pvt ltd ongpl is acquiring a 100 stake in ayana renewable power for 700750 million the deal values ayana at 1718 billion and includes 46 gw of operational and underconstruction renewable energy assets  this acquisition boosts ongc,https://economictimes.indiatimes.com/industry/energy/oil-gas/ongc-ntpc-green-jv-set-to-buy-ayana-renewable-for-750-million/articleshow/115981373.cms,ONGC.NS,2024-12-04, ---title--- ongc ntpc green jv set to buy ayana renewable for 750 million ---body--- ongc ntpc green pvt ltd ongpl is acquiring a 100 stake in ayana renewable power for 700750 million the deal values ayana at 1718 billion and includes 46 gw of operational and underconstruction renewable energy assets  this acquisition boosts ongc ---newarticle--- , ---title--- ongc ntpc green jv set to buy ayana renewable for 750 million ---body--- ongc ntpc green pvt ltd ongpl is acquiring a 100 stake in ayana renewable power for 700750 million the deal values ayana at 1718 billion and includes 46 gw of operational and underconstruction renewable energy assets  this acquisition boosts ongc ---newarticle--- 
2024-11-28,2024-11-28,ongc makes four oil discoveries in ashokenagar awaits mining lease from bengal govt,ongc discovered oil near asokenagar west bengal six years ago and has made four additional discoveries since  however development is stalled pending a petroleum mining lease from the west bengal government despite central government recommendations and r,https://economictimes.indiatimes.com/industry/energy/oil-gas/ongc-makes-four-oil-discoveries-in-ashokenagar-awaits-mining-lease-from-bengal-govt/articleshow/115768933.cms,ONGC.NS,2024-11-28, ---title--- ongc makes four oil discoveries in ashokenagar awaits mining lease from bengal govt ---body--- ongc discovered oil near asokenagar west bengal six years ago and has made four additional discoveries since  however development is stalled pending a petroleum mining lease from the west bengal government despite central government recommendations and r ---newarticle--- , ---title--- ongc makes four oil discoveries in ashokenagar awaits mining lease from bengal govt ---body--- ongc discovered oil near asokenagar west bengal six years ago and has made four additional discoveries since  however development is stalled pending a petroleum mining lease from the west bengal government despite central government recommendations and r ---newarticle--- 
2024-12-19,2024-12-19,ongc in talks to buy sprng energys 125mw operating solar asset,shell acquired renewable energy platform sprng energy from private equity investor actis in august 2022 for an enterprise value of 155 billion sprng then operated 21 gw of renewable energy assets shell aims to stay invested in sprng energy while selling ,https://economictimes.indiatimes.com/industry/renewables/ongc-in-talks-to-buy-sprng-energys-125mw-operating-solar-asset/articleshow/116480355.cms,ONGC.NS,2024-12-19, ---title--- ongc in talks to buy sprng energys 125mw operating solar asset ---body--- shell acquired renewable energy platform sprng energy from private equity investor actis in august 2022 for an enterprise value of 155 billion sprng then operated 21 gw of renewable energy assets shell aims to stay invested in sprng energy while selling  ---newarticle--- , ---title--- ongc in talks to buy sprng energys 125mw operating solar asset ---body--- shell acquired renewable energy platform sprng energy from private equity investor actis in august 2022 for an enterprise value of 155 billion sprng then operated 21 gw of renewable energy assets shell aims to stay invested in sprng energy while selling  ---newarticle--- 
2024-12-02,2024-12-02,ril ongc shares recover as government scraps windfall tax on key petroleum products,implemented in july 2022 the windfall tax targeted the substantial profits earned by oil producers amid surging global crude prices reliance industries shares traded positively at 130035 per share on monday at 121 pm up nearly 2 from the days low of ,https://economictimes.indiatimes.com/markets/stocks/news/ril-ongc-shares-recover-as-government-scraps-windfall-tax-on-key-petroleum-products/articleshow/115894232.cms,ONGC.NS,2024-12-02, ---title--- ril ongc shares recover as government scraps windfall tax on key petroleum products ---body--- implemented in july 2022 the windfall tax targeted the substantial profits earned by oil producers amid surging global crude prices reliance industries shares traded positively at 130035 per share on monday at 121 pm up nearly 2 from the days low of  ---newarticle--- , ---title--- ril ongc shares recover as government scraps windfall tax on key petroleum products ---body--- implemented in july 2022 the windfall tax targeted the substantial profits earned by oil producers amid surging global crude prices reliance industries shares traded positively at 130035 per share on monday at 121 pm up nearly 2 from the days low of  ---newarticle--- 
2024-12-16,2024-12-16,well take 180 off geekoms tiny titan gt13 pro mini pc if you use gizmodos exclusive code for holiday gifts,theres nothing mini about the power of this i9processor usb40armed pc that can run four 4k screens or one 8k display,https://gizmodo.com/well-take-180-off-geekoms-tiny-titan-gt13-pro-mini-pc-if-you-use-gizmodos-exclusive-code-for-holiday-gifts-2000539040,TITAN.NS,2024-12-16, ---title--- well take 180 off geekoms tiny titan gt13 pro mini pc if you use gizmodos exclusive code for holiday gifts ---body--- theres nothing mini about the power of this i9processor usb40armed pc that can run four 4k screens or one 8k display ---newarticle--- ," ---title--- well take 180 off geekoms tiny titan gt13 pro mini pc if you use gizmodos exclusive code for holiday gifts ---body--- theres nothing mini about the power of this i9processor usb40armed pc that can run four 4k screens or one 8k display ---newarticle---   ---title--- free speech why a tech titan backed trump ---body--- why did marc andreesseninventor of the first internet web browser and perhaps the prime venture capitalist in silicon valley todayswitch from his longstanding support of read more
the post free speech why a tech titan backed trump appeared first on the  ---newarticle---   ---title--- gigabyte aorus and msi titan laptops eat your heart out this nearly 10 pound gaming laptop mod is even chonkier and has all the power of er a ps5 ---body--- im not sure we can even call this a gaming laptop ---newarticle---   ---title--- sparkle working on white arc b580 titan luna and arc b570 guardian luna graphics cards ---body--- in addition to the previously unveiled arc b580 roc luna oc ultra graphics card and lowprofile arc b570 graphics card it appears that sparkle will have quite a few other intel arc battlemage graphics cards soon including an allwhite arc b570 guardian luna ---newarticle---   ---title--- qmjhl returns to newfoundland with sale of titan ---body--- rds stephane leroux reports that the the qmjhl board of governors have approved the sale of the acadiebathurst titan franchise to an ownership group based in st johns newfoundland the exact sale price is currently unknown but leroux believes it sold fo ---newarticle---   ---title--- titan international nysetwi coverage initiated by analysts at da davidson ---body--- da davidson started coverage on shares of titan international nysetwi  free report in a research report report published on friday morning marketbeat reports the brokerage issued a buy rating and a 1100 target price on the industrial products company ---newarticle--- "
2024-12-19,2024-12-19,cramers surprising turn on palantir technologies pltr from meme stock to ai titan,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_17393c6e-33de-46c4-be07-657715d4933d,TITAN.NS,2024-12-19, ---title--- cramers surprising turn on palantir technologies pltr from meme stock to ai titan ---body--- nan ---newarticle--- , ---title--- cramers surprising turn on palantir technologies pltr from meme stock to ai titan ---body--- nan ---newarticle--- 
2024-12-09,2024-12-09,the surprising reason why china banned attack on titan,attack on titan has been banned in china and other countries for reasons that go well beyond the level of violence in the animemanga,https://www.slashfilm.com/1722728/attack-on-titan-china-ban-explained/,TITAN.NS,2024-12-09, ---title--- the surprising reason why china banned attack on titan ---body--- attack on titan has been banned in china and other countries for reasons that go well beyond the level of violence in the animemanga ---newarticle--- ," ---title--- the surprising reason why china banned attack on titan ---body--- attack on titan has been banned in china and other countries for reasons that go well beyond the level of violence in the animemanga ---newarticle---   ---title--- titan international rises 141 ---body--- see the rest of the story here

theflycom provides the latest financial news as it breaks known as a leader in market intelligence the flys realtime streaming news feed keeps individual investors professional money managers active traders and corpor ---newarticle---   ---title--- titan international rises 216 ---body--- see the rest of the story here

theflycom provides the latest financial news as it breaks known as a leader in market intelligence the flys realtime streaming news feed keeps individual investors professional money managers active traders and corpor ---newarticle---   ---title--- brokerages set titan machinery inc nasdaqtitn price target at 2100 ---body--- titan machinery inc nasdaqtitn  get free report has been assigned an average recommendation of hold from the seven research firms that are covering the firm marketbeat ratings reports five investment analysts have rated the stock with a hold recommen ---newarticle--- "
2024-12-21,2024-12-21,crunchyroll announces attack on titan the last attack theatrical release dates,crunchyroll has acquired the north american and select international theatrical rights for attack on titan the last attack the series fifth compilation film that retells the last two parts from the animes final season the film premiered last month in jap,https://hypebeast.com/2024/12/attack-on-titan-the-last-attack-crunchyroll-theatrical-release-dates-info,TITAN.NS,2024-12-21, ---title--- crunchyroll announces attack on titan the last attack theatrical release dates ---body--- crunchyroll has acquired the north american and select international theatrical rights for attack on titan the last attack the series fifth compilation film that retells the last two parts from the animes final season the film premiered last month in jap ---newarticle--- , ---title--- crunchyroll announces attack on titan the last attack theatrical release dates ---body--- crunchyroll has acquired the north american and select international theatrical rights for attack on titan the last attack the series fifth compilation film that retells the last two parts from the animes final season the film premiered last month in jap ---newarticle---   ---title--- attack on titan the last attack theatrical release dates announced ---body--- attack on titan the last attack the anime omnibus film that combines the final two episodes of the critically acclaimed anime series for one supersized cinematic experience has a theatrical release date at last crunchyroll announced today that the theatri ---newarticle--- 
